City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,butaritari,3.0707,172.7902,27.36,80,65,8.45,KI,1675552441
84,manresa,41.725,1.8266,13.34,62,0,1.34,ES,1675552624
85,talas,38.6908,35.5538,-4.63,93,75,0.0,TR,1675552625
86,port elizabeth,-33.918,25.5701,22.32,71,89,2.82,ZA,1675552499
87,coquimbo,-29.9533,-71.3436,20.85,68,0,4.63,CL,1675552514
88,barrow,71.2906,-156.7887,-30.99,76,40,4.12,US,1675552429
89,walvis bay,-22.9575,14.5053,17.83,80,100,4.64,NA,1675552535
90,kulhudhuffushi,6.6221,73.07,26.67,78,100,2.11,MV,1675552626
91,bambanglipuro,-7.95,110.2833,24.97,85,100,4.74,ID,1675552627
92,tungor,53.3808,142.9564,-28.58,99,63,3.69,RU,1675552627
93,georgetown,5.4112,100.3354,25.96,73,20,4.12,MY,1675552349
94,canutama,-6.5339,-64.3831,23.26,97,99,1.37,BR,1675552628
95,yumen,40.2833,97.2,-3.28,39,100,7.15,CN,1675552628
96,tiksi,71.6872,128.8694,-28.81,100,100,1.22,RU,1675552488
97,fairbanks,64.8378,-147.7164,-11.16,79,75,2.57,US,1675552556
98,tual,-5.6667,132.75,27.35,81,100,6.47,ID,1675552435
99,yulara,-25.2406,130.9889,22.35,26,0,6.66,AU,1675552490
100,loandjili,-4.7561,11.8578,26.35,87,68,2.91,CG,1675552629
101,cody,44.5263,-109.0565,7.12,37,0,11.18,US,1675552629
102,puerto varas,-41.3195,-72.9854,24.12,46,0,5.14,CL,1675552630
103,tilichiki,60.4667,166.1,-26.38,96,40,3.71,RU,1675552534
104,genhe,50.7833,121.5167,-33.14,100,100,0.16,CN,1675552630
105,embu,-23.6489,-46.8522,24.02,88,97,4.33,BR,1675552631
106,port macquarie,-31.4333,152.9167,25.5,56,0,1.04,AU,1675552440
107,anisoc,1.8658,10.7689,21.84,99,36,0.83,GQ,1675552631
108,hermanus,-34.4187,19.2345,21.56,92,24,3.05,ZA,1675552363
109,souillac,-20.5167,57.5167,26.21,83,75,1.54,MU,1675552632
110,aklavik,68.2191,-135.0107,-35.0,75,0,1.54,CA,1675552549
111,pochutla,15.7432,-96.4661,32.9,48,6,3.43,MX,1675552632
112,saint anthony,45.0205,-93.218,-1.5,69,75,3.6,US,1675552423
113,nuuk,64.1835,-51.7216,-20.82,79,100,5.36,GL,1675552365
114,luderitz,-26.6481,15.1594,17.89,83,42,7.06,NA,1675552633
115,bac lieu,9.285,105.7244,24.43,83,95,6.74,VN,1675552634
116,airdrie,55.866,-3.9803,4.44,86,6,2.68,GB,1675552528
117,tuktoyaktuk,69.4541,-133.0374,-38.89,100,32,0.92,CA,1675552424
118,kamenka,51.3223,42.7678,-6.32,96,100,3.56,RU,1675552637
119,touros,-5.1989,-35.4608,26.51,80,82,6.09,BR,1675552481
120,guna,24.65,77.3167,15.07,39,0,1.48,IN,1675552638
121,sao filipe,14.8961,-24.4956,22.15,63,23,6.34,CV,1675552521
122,baruun-urt,46.6806,113.2792,-20.32,90,29,0.7,MN,1675552638
123,penzance,50.1186,-5.5371,6.38,84,99,1.29,GB,1675552639
124,palafrugell,41.9174,3.1631,14.68,9,0,2.58,ES,1675552639
125,kaitangata,-46.2817,169.8464,23.38,62,100,1.5,NZ,1675552365
126,cambrils,41.0748,1.0524,12.81,45,0,0.51,ES,1675552640
127,ternate,0.8,127.4,26.23,78,100,3.22,ID,1675552643
128,myitkyina,25.3833,97.4,14.14,58,0,1.2,MM,1675552643
129,alofi,-19.0595,-169.9187,27.94,78,100,4.12,NU,1675552644
130,nyurba,63.2842,118.3319,-47.54,100,100,0.82,RU,1675552645
131,husavik,66.0449,-17.3389,-2.68,75,38,6.62,IS,1675552533
132,vila velha,-20.3297,-40.2925,27.19,85,0,7.2,BR,1675552589
133,coahuayana,18.7333,-103.6833,28.93,43,0,2.59,MX,1675552646
134,portland,45.5234,-122.6762,11.71,77,100,3.58,US,1675552314
135,gubkinskiy,64.434,76.5026,-10.43,93,100,5.26,RU,1675552647
136,lorengau,-2.0226,147.2712,28.86,69,100,2.53,PG,1675552565
137,zyryanka,65.75,150.85,-28.45,97,100,2.71,RU,1675552647
138,darovskoy,58.77,47.9564,-9.34,98,100,0.74,RU,1675552648
139,harper,4.375,-7.7169,26.05,85,10,3.06,LR,1675552648
140,shimabara,32.7833,130.3667,1.93,61,6,3.07,JP,1675552648
141,qaqortoq,60.7167,-46.0333,-5.47,81,98,6.78,GL,1675552552
142,laguna,38.421,-121.4238,18.99,72,100,6.17,US,1675552498
143,ribeira grande,38.5167,-28.7,16.54,91,26,5.36,PT,1675552428
144,atuona,-9.8,-139.0333,25.93,74,30,7.73,PF,1675552439
145,dunedin,-45.8742,170.5036,24.33,60,100,3.58,NZ,1675552536
146,bethel,41.3712,-73.414,-6.86,38,100,2.06,US,1675552495
147,chapais,49.7834,-74.8492,-22.12,95,100,4.86,CA,1675552424
148,havoysund,70.9963,24.6622,-1.87,90,99,5.13,NO,1675552649
149,vila franca do campo,37.7167,-25.4333,14.23,84,2,3.25,PT,1675552649
150,kangaatsiaq,68.3065,-53.4641,-21.68,94,75,4.03,GL,1675552650
151,colares,38.7992,-9.4469,13.2,59,0,6.71,PT,1675552650
152,victoria,22.2855,114.1577,18.3,86,100,3.58,HK,1675552254
153,alta floresta,-9.8756,-56.0861,21.7,98,95,1.42,BR,1675552565
154,hilo,19.7297,-155.09,26.27,80,100,4.12,US,1675552317
155,san francisco,37.7749,-122.4194,15.26,92,100,7.72,US,1675551930
156,benguela,-12.5763,13.4055,24.28,81,96,1.43,AO,1675552651
157,rudbar,30.15,62.6,14.7,38,8,1.46,AF,1675552652
158,nargana,9.4428,-78.5906,25.61,82,21,7.51,PA,1675552652
159,saryozek,44.3583,77.9753,-4.16,86,89,2.36,KZ,1675552652
160,olinda,-8.0089,-34.8553,25.85,83,75,2.57,BR,1675552585
161,khasan,42.4308,130.6434,-8.2,79,65,1.42,RU,1675552596
162,axim,4.8699,-2.2405,25.91,89,100,3.5,GH,1675552653
163,chuy,-33.6971,-53.4616,18.69,93,22,5.66,UY,1675552449
164,juneau,58.3019,-134.4197,1.23,94,100,0.0,US,1675552478
165,pimentel,-6.8367,-79.9342,25.16,69,0,9.77,PE,1675552653
166,vanavara,60.34,102.2797,-22.05,100,97,0.89,RU,1675552653
167,hithadhoo,-0.6,73.0833,27.52,71,83,6.97,MV,1675552483
168,tuatapere,-46.1333,167.6833,18.22,99,100,0.51,NZ,1675552432
169,teguise,29.0605,-13.564,13.12,63,20,3.09,ES,1675552056
170,machilipatnam,16.1667,81.1333,21.39,78,3,1.82,IN,1675552488
171,aleksandrov gay,50.147,48.5704,-6.35,94,100,2.03,RU,1675552654
172,port lincoln,-34.7333,135.8667,18.17,66,61,2.04,AU,1675552654
173,birao,10.2849,22.7882,21.43,15,61,3.13,CF,1675552654
174,boende,-0.2167,20.8667,25.01,73,100,1.36,CD,1675552423
175,kollam,8.8833,76.6,24.5,83,84,2.23,IN,1675552655
176,norman wells,65.282,-126.8329,-24.79,98,84,1.58,CA,1675552380
177,narsaq,60.9167,-46.05,-3.88,88,100,3.62,GL,1675552450
178,sanandaj,35.3144,46.9923,-2.99,74,75,0.0,IR,1675552655
179,yima,34.7381,111.8839,0.03,74,31,1.05,CN,1675552655
180,san policarpo,12.1791,125.5072,25.98,84,100,7.86,PH,1675552656
181,banjar,-8.19,114.9675,24.9,88,100,0.88,ID,1675552656
182,greensburg,40.3015,-79.5389,1.25,39,0,2.57,US,1675552656
183,emerald,-23.5333,148.1667,27.97,41,99,5.98,AU,1675552573
184,baoning,25.3378,110.026,5.92,93,100,1.0,CN,1675552657
185,cacoal,-11.4386,-61.4472,23.67,94,100,1.64,BR,1675552537
186,faanui,-16.4833,-151.75,27.54,73,56,7.8,PF,1675552495
187,belmonte,-15.8631,-38.8828,26.62,80,2,4.82,BR,1675552657
188,renqiu,38.6989,116.0936,-0.58,66,1,3.18,CN,1675552657
189,mandalgovi,45.7625,106.2708,-12.14,54,100,2.91,MN,1675552658
190,cao bang,22.6667,106.25,17.09,98,100,1.11,VN,1675552658
191,khonsa,27.0167,95.5667,11.66,53,6,1.55,IN,1675552658
192,masvingo,-20.0637,30.8277,17.89,89,72,0.87,ZW,1675552658
193,salto,-31.3833,-57.9667,27.71,40,0,5.36,UY,1675552474
194,college,64.8569,-147.8028,-11.17,79,75,2.57,US,1675552659
195,goderich,43.7501,-81.7165,-3.94,69,88,11.64,CA,1675552507
196,vestmanna,62.1564,-7.1664,3.51,81,75,10.8,FO,1675552598
197,boyolangu,-8.1181,111.8935,24.19,84,100,1.03,ID,1675552660
198,puerto suarez,-18.95,-57.8,28.55,51,59,0.81,BO,1675552660
199,praia da vitoria,38.7333,-27.0667,15.98,95,12,6.22,PT,1675552438
200,laishevo,55.4046,49.5504,-10.88,99,100,1.65,RU,1675552660
201,saldanha,-33.0117,17.9442,18.56,96,93,6.45,ZA,1675552557
202,dwarka,22.2394,68.9678,20.31,66,48,4.39,IN,1675552542
203,mahebourg,-20.4081,57.7,25.14,83,53,4.28,MU,1675552456
204,yinchuan,38.4681,106.2731,-2.71,35,0,0.59,CN,1675552566
205,constantine,36.365,6.6147,4.67,81,20,2.06,DZ,1675552537
206,naze,28.3667,129.4833,13.36,67,99,4.7,JP,1675552525
207,chernyshevsk,52.5243,117.0174,-33.28,100,91,0.31,RU,1675552661
208,wasilla,61.5814,-149.4394,-2.61,88,100,0.0,US,1675552661
209,nantucket,41.2835,-70.0995,-7.92,45,75,4.63,US,1675552556
210,taltal,-25.4,-70.4833,22.02,77,53,1.37,CL,1675552556
211,puerto leguizamo,-0.1934,-74.7819,24.48,84,81,1.21,CO,1675552661
212,nizhniy chir,48.3597,43.0865,-2.4,97,98,1.96,RU,1675552662
213,blackwater,-23.5833,148.8833,27.37,57,99,3.36,AU,1675552662
214,maldonado,-34.6667,-54.9167,21.24,90,81,6.76,UY,1675552662
215,codrington,-38.2667,141.9667,15.63,75,100,2.79,AU,1675552526
216,anito,12.4497,125.2886,24.92,90,96,5.94,PH,1675552663
217,castro,-24.7911,-50.0119,17.45,94,84,2.03,BR,1675552478
218,guane,22.2025,-84.0875,24.25,74,66,2.27,CU,1675552663
219,cumberland,35.0502,-78.8664,4.76,39,0,1.54,US,1675552663
220,banning,33.9256,-116.8764,21.3,27,38,3.11,US,1675552664
221,cabo san lucas,22.8909,-109.9124,26.45,47,0,3.6,MX,1675552208
222,upernavik,72.7868,-56.1549,-21.42,97,100,1.39,GL,1675552528
223,davila,18.4726,120.5763,19.99,69,24,1.93,PH,1675552664
224,necochea,-38.5473,-58.7368,17.73,65,0,4.73,AR,1675552664
225,port-cartier,50.0334,-66.8654,-19.58,71,60,7.34,CA,1675552285
226,tiznit,29.5833,-9.5,10.27,42,6,1.19,MA,1675552664
227,klaksvik,62.2266,-6.589,4.51,74,50,13.96,FO,1675552436
228,petatlan,17.5167,-101.2667,29.89,44,0,2.17,MX,1675552500
229,jacqueville,5.2052,-4.4146,26.7,83,62,3.44,CI,1675552665
230,hamilton,39.1834,-84.5333,7.97,45,0,7.2,US,1675552381
231,erdenet,49.0333,104.0833,-19.89,89,65,1.26,MN,1675552665
232,ilulissat,69.2167,-51.1,-18.99,71,73,3.09,GL,1675552522
233,bolobo,-2.1667,16.2333,24.63,75,100,2.57,CD,1675552665
234,flinders,-34.5833,150.8552,25.59,47,0,2.24,AU,1675552484
235,santa rosa,14.3122,121.1114,24.45,80,96,3.69,PH,1675552522
236,poum,-20.2333,164.0167,27.85,77,24,2.86,NC,1675552536
237,mount isa,-20.7333,139.5,27.87,26,84,5.14,AU,1675552666
238,sitka,57.0531,-135.33,2.94,87,100,0.0,US,1675552474
239,teya,60.3778,92.6267,-12.49,98,100,1.37,RU,1675552666
240,alugan,12.2188,125.4808,25.71,85,99,7.38,PH,1675552666
241,atar,20.5169,-13.0499,16.57,19,62,5.25,MR,1675552667
242,nome,64.5011,-165.4064,-9.96,79,100,4.12,US,1675552488
243,kruisfontein,-34.0033,24.7314,21.34,62,64,2.14,ZA,1675552667
244,hattiesburg,31.3271,-89.2903,17.18,37,0,2.57,US,1675552667
245,jiujiang,29.7333,115.9833,8.87,83,99,2.33,CN,1675552668
246,yar-sale,66.8333,70.8333,-12.8,97,97,2.81,RU,1675552668
247,kyrnasivka,48.5955,28.979,-3.81,79,100,5.62,UA,1675552668
248,liverpool,53.4106,-2.9779,6.97,82,0,3.6,GB,1675552415
249,borazjan,29.2666,51.2159,13.89,61,90,2.57,IR,1675552669
250,tres arroyos,-38.3739,-60.2798,22.7,36,0,5.2,AR,1675552605
251,sao miguel do araguaia,-13.275,-50.1628,23.44,82,97,0.49,BR,1675552551
252,yellowknife,62.456,-114.3525,-26.36,68,29,1.34,CA,1675552314
253,dongli,23.5656,116.8194,13.99,100,100,0.0,CN,1675552669
254,pevek,69.7008,170.3133,-37.31,100,94,0.65,RU,1675552429
255,cayenne,4.9333,-52.3333,24.02,94,75,1.03,GF,1675552575
256,grand gaube,-20.0064,57.6608,25.21,83,97,3.13,MU,1675552488
257,lata,40.1629,-8.3327,4.49,68,0,1.96,PT,1675552559
258,manali,13.1667,80.2667,24.05,73,5,0.79,IN,1675552670
259,ancud,-41.8697,-73.8203,19.08,74,45,1.31,CL,1675552424
260,lompoc,34.6391,-120.4579,21.08,77,100,5.81,US,1675552562
261,luwuk,-0.9516,122.7875,24.89,86,100,1.76,ID,1675552393
262,darlawn,24.0167,92.9,8.01,62,98,1.59,IN,1675552670
263,mount gambier,-37.8333,140.7667,15.2,72,100,1.73,AU,1675552510
264,sola,-13.8833,167.55,27.03,84,100,14.26,VU,1675552670
265,araouane,18.9048,-3.5265,16.03,17,99,5.2,ML,1675552552
266,yakima,46.4665,-120.6678,6.65,85,100,3.09,US,1675552579
267,berlevag,70.8578,29.0864,-3.0,86,100,3.6,NO,1675552598
268,kharp,66.8014,65.8081,-14.34,89,84,4.13,RU,1675552671
269,bathsheba,13.2167,-59.5167,26.34,78,75,8.75,BB,1675552421
270,salzwedel,52.85,11.15,0.36,81,69,2.59,DE,1675552671
271,porto novo,6.4965,2.6036,26.95,84,9,4.53,BJ,1675552327
272,matamoros,25.5333,-103.25,25.06,27,40,4.12,MX,1675552671
273,fowa,8.9167,6.4,28.44,18,36,0.75,NG,1675552672
274,byron bay,-28.65,153.6167,27.62,69,99,3.72,AU,1675552672
275,oxbow,49.2333,-102.1676,-0.43,96,88,3.35,CA,1675552672
276,carutapera,-1.195,-46.02,24.71,93,100,3.49,BR,1675552673
277,saint-philippe,-21.3585,55.7679,25.77,86,99,4.62,RE,1675552477
278,siguiri,11.6667,-9.5,26.49,18,86,1.55,GN,1675552673
279,culaman,5.9603,125.6586,25.78,80,100,4.13,PH,1675552673
280,sinnamary,5.3833,-52.95,24.89,88,100,7.5,GF,1675552673
281,shenjiamen,29.9576,122.298,7.79,89,100,4.95,CN,1675552674
282,solntsevo,51.4185,36.7499,-3.81,97,95,2.63,RU,1675552674
283,deori khas,23.4,79.0167,14.42,29,2,1.06,IN,1675552674
284,riyadh,24.6877,46.7219,15.08,56,0,4.07,SA,1675552674
285,tefe,-3.3542,-64.7114,26.06,89,75,2.57,BR,1675552675
286,visnes,59.3556,5.2242,6.03,87,75,7.72,NO,1675552675
287,vao,-22.6667,167.4833,26.4,87,92,8.72,NC,1675552675
288,port blair,11.6667,92.75,26.07,82,18,3.64,IN,1675552560
289,los llanos de aridane,28.6585,-17.9182,14.86,72,75,3.6,ES,1675552499
290,roald,62.5833,6.1333,5.06,93,75,8.23,NO,1675552676
291,gisborne,-38.6533,178.0042,24.06,68,3,3.66,NZ,1675552676
292,dzilam gonzalez,21.2833,-88.9333,23.53,74,68,4.74,MX,1675552676
293,laramie,41.3114,-105.5911,3.07,52,0,12.86,US,1675552677
294,zatoka,46.0725,30.4654,0.74,74,100,11.25,UA,1675552677
295,bahia honda,22.9036,-83.1592,23.66,80,50,5.45,CU,1675552677
296,tabatinga,-4.2525,-69.9381,28.05,83,75,2.06,BR,1675552615
297,aksarka,66.5606,67.7975,-19.74,100,78,1.42,RU,1675552603
298,cairns,-16.9167,145.7667,27.81,97,75,2.57,AU,1675552678
299,egvekinot,66.3167,-179.1667,-32.64,88,15,6.1,RU,1675552425
300,lagoa,39.05,-27.9833,15.04,88,4,8.19,PT,1675552465
301,camargo,27.6667,-105.1667,21.7,19,4,0.97,MX,1675552678
302,makakilo city,21.3469,-158.0858,24.2,75,100,3.09,US,1675552678
303,port hedland,-20.3167,118.5667,28.03,69,15,4.63,AU,1675552679
304,oxapampa,-10.5775,-75.4017,16.33,97,93,0.67,PE,1675552679
305,nanortalik,60.1432,-45.2371,-4.68,84,99,7.49,GL,1675552424
306,sobolevo,54.4299,31.8996,-5.15,93,100,5.46,RU,1675552679
307,urumqi,43.801,87.6005,-9.47,93,75,1.0,CN,1675552679
308,tuy hoa,13.0833,109.3,22.81,85,99,1.28,VN,1675552680
309,mehamn,71.0357,27.8492,-3.03,74,78,4.63,NO,1675552552
310,pangai,-19.8,-174.35,27.1,73,84,12.18,TO,1675552680
311,severo-kurilsk,50.6789,156.125,-2.6,72,100,2.62,RU,1675552436
312,bandarbeyla,9.4942,50.8122,23.37,69,90,6.68,SO,1675552521
313,itoman,26.1247,127.6694,18.01,82,75,4.63,JP,1675552680
314,tshela,-4.9833,12.9333,23.38,99,83,0.52,CD,1675552681
315,bangkalan,-7.0455,112.7351,24.97,87,100,3.27,ID,1675552681
316,curup,-3.4667,102.5333,18.82,97,100,0.63,ID,1675552681
317,knysna,-34.0363,23.0471,22.19,77,3,2.99,ZA,1675552681
318,derzhavinsk,51.1,66.3167,-14.22,96,60,4.06,KZ,1675552682
319,chegdomyn,51.1167,133.0167,-29.66,99,100,0.13,RU,1675552551
320,hay river,60.8156,-115.7999,-21.01,71,75,2.06,CA,1675552684
321,bowen,-20.0167,148.2333,26.98,87,100,3.13,AU,1675552497
322,safonovo,55.15,33.2167,-5.74,90,99,3.79,RU,1675552685
323,anand,22.5667,72.9333,16.99,29,40,2.92,IN,1675552686
324,dong hoi,17.4833,106.6,22.2,95,100,2.62,VN,1675552686
325,havre-saint-pierre,50.2334,-63.5986,-15.0,60,100,10.29,CA,1675552687
326,galveston,29.3669,-94.9669,17.06,76,0,4.63,US,1675552687
327,mabaruma,8.2,-59.7833,22.76,92,91,2.21,GY,1675552688
328,puerto escondido,15.85,-97.0667,27.46,74,40,2.57,MX,1675552665
329,metro,-5.1131,105.3067,23.54,90,100,1.03,ID,1675552689
330,rurrenabaque,-14.4413,-67.5278,21.41,99,100,0.89,BO,1675552689
331,palmer,42.1584,-72.3287,-9.31,29,100,2.57,US,1675552400
332,guozhen,34.3659,107.359,3.46,56,100,0.56,CN,1675552690
333,colac,-38.3333,143.5833,13.98,74,97,2.87,AU,1675552691
334,abu dhabi,24.4667,54.3667,18.31,80,0,0.0,AE,1675551981
335,kahului,20.8947,-156.47,26.09,68,20,9.77,US,1675552692
336,burhaniye,39.5004,26.9727,3.95,81,75,4.12,TR,1675552693
337,aripuana,-9.1667,-60.6333,23.12,98,100,1.22,BR,1675552695
338,padang,-0.9492,100.3543,24.03,87,100,1.29,ID,1675552588
339,tromso,69.6496,18.957,1.01,69,75,5.66,NO,1675552593
340,kumluca,36.3703,30.2869,7.76,88,100,2.33,TR,1675552696
341,cagliari,39.245,9.0912,9.97,82,20,2.06,IT,1675552698
342,voyvozh,62.892,54.9635,-22.38,100,100,1.0,RU,1675552699
343,ewa beach,21.3156,-158.0072,24.99,75,100,3.09,US,1675552700
344,saskylakh,71.9167,114.0833,-34.93,98,90,1.43,RU,1675552599
345,mira,45.4358,12.1348,6.69,83,0,1.54,IT,1675552701
346,labuhan,-6.8844,112.2051,25.14,87,100,2.78,ID,1675552588
347,zunyi,27.6867,106.9072,5.62,90,100,1.32,CN,1675552702
348,borova,50.1763,30.1043,-4.25,90,100,4.38,UA,1675552703
349,torbay,47.6666,-52.7314,-12.63,86,100,10.29,CA,1675552477
350,soyo,-6.1349,12.3689,26.77,85,94,3.83,AO,1675552704
351,la palma,33.8464,-118.0467,24.97,44,0,3.09,US,1675552705
352,changping,40.2186,116.2197,-9.2,32,11,1.84,CN,1675552705
353,bayangol,50.6977,103.4656,-24.13,97,72,1.47,RU,1675552706
354,namatanai,-3.6667,152.4333,27.21,78,100,1.42,PG,1675552534
355,chara,56.9064,118.2631,-24.27,78,98,1.29,RU,1675552707
356,richards bay,-28.783,32.0377,21.83,90,14,1.47,ZA,1675552587
357,roebourne,-20.7833,117.1333,31.53,51,95,1.8,AU,1675552708
358,okhotsk,59.3833,143.3,-26.97,82,40,5.0,RU,1675552602
359,takoradi,4.8845,-1.7554,26.14,87,91,3.65,GH,1675552489
360,chicama,-7.8447,-79.1469,21.3,63,54,3.32,PE,1675552709
361,nizamabad,18.6667,78.1167,18.4,22,2,0.62,IN,1675552709
362,denpasar,-8.65,115.2167,23.81,100,75,12.35,ID,1675552709
363,clyde river,70.4692,-68.5914,-24.84,87,100,2.87,CA,1675552443
364,urucara,-2.5364,-57.76,24.24,95,100,0.2,BR,1675552710
365,talnakh,69.4865,88.3972,-11.55,95,100,3.13,RU,1675552346
366,geraldton,-28.7667,114.6,23.23,88,75,2.57,AU,1675552432
367,zapolyarnyy,69.4154,30.8136,-14.4,100,67,1.36,RU,1675552710
